timestamp,alpha,beta,theta,diff
2024-11-08|13:30:02.579,0.4337,0.1611,-0.0157,24.0000
2024-11-08|13:30:02.782,0.4251,0.1619,0.0091,24.0000
2024-11-08|13:30:02.985,0.4248,0.1651,0.0388,24.0000
2024-11-08|13:30:03.188,0.4248,0.1651,0.0388,24.0000
2024-11-08|13:30:03.390,0.4505,0.1733,0.0681,24.0000
2024-11-08|13:30:03.592,0.4665,0.2528,0.5041,24.0000
2024-11-08|13:30:03.795,0.4685,0.2994,0.6985,24.0000
2024-11-08|13:30:03.997,0.4685,0.3230,0.7966,24.0000
2024-11-08|13:30:04.199,0.4685,0.3230,0.7966,24.0000
2024-11-08|13:30:04.400,0.4685,0.3408,0.8687,24.0000
2024-11-08|13:30:04.607,0.4685,0.3500,0.9068,24.0000
2024-11-08|13:30:04.807,0.4685,0.3640,0.9504,24.0000
2024-11-08|13:30:05.012,0.4685,0.3828,0.9998,24.0000
2024-11-08|13:30:05.216,0.4685,0.4068,1.0551,24.0000
2024-11-08|13:30:05.418,0.4685,0.4379,1.0551,24.0000
2024-11-08|13:30:05.623,0.4685,0.4379,1.1155,24.0000
2024-11-08|13:30:05.824,0.4685,0.4800,1.1804,24.0000
2024-11-08|13:30:06.029,0.4455,0.5343,1.2545,24.0000
2024-11-08|13:30:06.230,0.3743,0.5343,1.2545,24.0000
2024-11-08|13:30:06.432,0.3381,0.5343,1.2545,24.0000
2024-11-08|13:30:06.633,0.3315,0.5343,1.2545,24.0000
2024-11-08|13:30:06.835,0.3315,0.5343,1.2545,24.0000
2024-11-08|13:30:07.039,0.3231,0.5343,1.2545,24.0000
2024-11-08|13:30:07.241,0.2873,0.5343,1.2545,24.0000
2024-11-08|13:30:07.444,0.2242,0.5343,1.2545,24.0000
2024-11-08|13:30:07.645,0.1796,0.5343,1.2545,24.0000
2024-11-08|13:30:07.849,0.1340,0.5343,1.2545,24.0000
2024-11-08|13:30:08.051,0.1340,0.5343,1.2545,24.0000
2024-11-08|13:30:08.255,0.0590,0.5343,1.2545,24.0000
2024-11-08|13:30:08.457,-0.0665,0.5343,1.2545,24.0000
2024-11-08|13:30:08.659,-0.0531,0.4951,0.4234,24.0000
2024-11-08|13:30:08.861,-0.0244,0.4781,0.5234,24.0000
2024-11-08|13:30:09.065,0.0440,0.4940,0.6466,24.0000
2024-11-08|13:30:09.267,0.0440,0.4940,0.6466,24.0000
2024-11-08|13:30:09.484,0.1430,0.5309,0.7621,24.0000
2024-11-08|13:30:09.687,0.2075,0.5631,0.8390,24.0000
2024-11-08|13:30:09.891,0.2338,0.5758,0.8686,24.0000
2024-11-08|13:30:10.092,0.2430,0.5706,0.8606,24.0000
2024-11-08|13:30:10.293,0.2475,0.5706,0.8606,24.0000
2024-11-08|13:30:10.497,0.2885,0.5706,0.8606,24.0000
2024-11-08|13:30:10.700,0.2885,0.5706,0.8606,24.0000
2024-11-08|13:30:10.905,0.3082,0.5657,0.8294,24.0000
2024-11-08|13:30:11.106,0.3082,0.5631,0.8014,24.0000
2024-11-08|13:30:11.307,0.3082,0.5565,0.7744,24.0000
2024-11-08|13:30:11.510,0.3082,0.5413,0.7717,24.0000
2024-11-08|13:30:11.713,0.3082,0.5214,0.7656,24.0000
2024-11-08|13:30:11.916,0.3082,0.5214,0.7656,24.0000
2024-11-08|13:30:12.134,0.3082,0.5053,0.7572,24.0000
2024-11-08|13:30:12.339,0.3082,0.4956,0.7477,24.0000
2024-11-08|13:30:12.542,0.3181,0.4840,0.7303,24.0000
2024-11-08|13:30:12.743,0.3345,0.4605,0.6856,24.0000
2024-11-08|13:30:12.945,0.3608,0.4241,0.5958,24.0000
2024-11-08|13:30:13.146,0.3717,0.3867,0.4618,24.0000
2024-11-08|13:30:13.349,0.3717,0.3867,0.4618,24.0000
2024-11-08|13:30:13.554,0.3721,0.3625,0.3184,24.0000
2024-11-08|13:30:13.757,0.3575,0.3509,0.2255,24.0000
2024-11-08|13:30:13.959,0.3488,0.3439,0.2175,24.0000
2024-11-08|13:30:14.162,0.3400,0.3296,0.2154,24.0000
2024-11-08|13:30:14.365,0.3400,0.3296,0.2154,24.0000
2024-11-08|13:30:14.566,0.3168,0.2969,0.2107,24.0000
2024-11-08|13:30:14.767,0.3160,0.2596,0.1994,24.0000
2024-11-08|13:30:14.971,0.3169,0.2300,0.1855,24.0000
2024-11-08|13:30:15.174,0.3213,0.2169,0.1745,24.0000
2024-11-08|13:30:15.376,0.3219,0.2176,0.1659,24.0000
2024-11-08|13:30:15.578,0.3227,0.2233,0.1648,24.0000
2024-11-08|13:30:15.781,0.3232,0.2286,0.1648,24.0000
2024-11-08|13:30:15.984,0.3232,0.2286,0.1401,24.0000
2024-11-08|13:30:16.185,0.3232,0.2336,0.0887,24.0000
2024-11-08|13:30:16.390,0.3232,0.2363,0.0251,24.0000
2024-11-08|13:30:16.608,0.3227,0.2285,-0.0206,24.0000
2024-11-08|13:30:16.808,0.3126,0.2005,-0.0300,24.0000
2024-11-08|13:30:17.014,0.3000,0.1524,-0.0163,24.0000
2024-11-08|13:30:17.215,0.2677,0.1014,-0.0163,24.0000
2024-11-08|13:30:17.416,0.2677,0.1014,-0.0079,24.0000
2024-11-08|13:30:17.624,0.1860,0.0729,-0.0281,24.0000
2024-11-08|13:30:17.826,0.1739,0.0765,-0.0867,24.0000
2024-11-08|13:30:18.027,0.2009,0.0995,-0.1816,24.0000
2024-11-08|13:30:18.229,0.2101,0.3473,0.4360,24.0000
2024-11-08|13:30:18.429,0.2101,0.4564,0.6492,24.0000
2024-11-08|13:30:18.630,0.2101,0.4564,0.6492,24.0000
2024-11-08|13:30:18.834,0.2101,0.4957,0.7426,24.0000
2024-11-08|13:30:19.036,0.2069,0.5021,0.7843,24.0000
2024-11-08|13:30:19.240,0.2099,0.4550,0.7224,24.0000
2024-11-08|13:30:19.442,0.2112,0.4219,0.6730,24.0000
2024-11-08|13:30:19.644,0.2112,0.3996,0.6343,24.0000
2024-11-08|13:30:19.846,0.2112,0.3996,0.6343,24.0000
2024-11-08|13:30:20.047,0.2112,0.3812,0.6052,24.0000
2024-11-08|13:30:20.261,0.2092,0.3637,0.5826,24.0000
2024-11-08|13:30:20.464,0.1929,0.3519,0.5629,24.0000
2024-11-08|13:30:20.667,0.1679,0.3522,0.5461,24.0000
2024-11-08|13:30:20.872,0.1558,0.3628,0.5342,24.0000
2024-11-08|13:30:21.074,0.1558,0.3628,0.5342,24.0000
2024-11-08|13:30:21.290,0.1250,0.3730,0.5265,24.0000
2024-11-08|13:30:21.492,0.1067,0.3738,0.5194,24.0000
2024-11-08|13:30:21.695,0.0828,0.3646,0.5095,24.0000
2024-11-08|13:30:21.897,0.0567,0.3165,0.4336,24.0000
2024-11-08|13:30:22.100,0.0230,0.2829,0.3583,24.0000
2024-11-08|13:30:22.304,-0.0109,0.2731,0.3040,24.0000
2024-11-08|13:30:22.507,-0.0109,0.2731,0.3040,24.0000
2024-11-08|13:30:22.725,-0.0148,0.2799,0.2699,24.0000
2024-11-08|13:30:22.925,-0.0233,0.2905,0.2446,24.0000
2024-11-08|13:30:23.127,-0.0571,0.2981,0.2238,24.0000
2024-11-08|13:30:23.332,-0.0722,0.3022,0.2043,24.0000
2024-11-08|13:30:23.536,0.0145,0.3089,0.1807,24.0000
2024-11-08|13:30:23.739,0.0594,0.3207,0.1807,24.0000
2024-11-08|13:30:23.941,0.0594,0.3207,0.1548,24.0000
2024-11-08|13:30:24.143,0.1018,0.3310,0.1421,24.0000
2024-11-08|13:30:24.361,0.1420,0.3289,0.1546,24.0000
2024-11-08|13:30:24.566,0.1666,0.3097,0.1807,24.0000
2024-11-08|13:30:24.768,0.1606,0.2821,0.1990,24.0000
2024-11-08|13:30:24.971,0.1534,0.2624,0.2055,24.0000
2024-11-08|13:30:25.173,0.1517,0.2614,0.2129,24.0000
2024-11-08|13:30:25.392,0.1517,0.2614,0.2129,24.0000
2024-11-08|13:30:25.593,0.1527,0.2739,0.2340,24.0000
2024-11-08|13:30:25.794,0.1527,0.2881,0.2646,24.0000
2024-11-08|13:30:25.996,0.1527,0.2965,0.2963,24.0000
2024-11-08|13:30:26.200,0.1527,0.2970,0.3246,24.0000
2024-11-08|13:30:26.403,0.1523,0.2921,0.3475,24.0000
2024-11-08|13:30:26.606,0.1523,0.2921,0.3475,24.0000
2024-11-08|13:30:26.807,0.1471,0.2854,0.3627,24.0000
2024-11-08|13:30:27.010,0.1478,0.2786,0.3724,24.0000
2024-11-08|13:30:27.212,0.1483,0.2700,0.3824,24.0000
2024-11-08|13:30:27.413,0.1232,0.2574,0.3943,24.0000
2024-11-08|13:30:27.618,0.1232,0.2574,0.3943,24.0000
2024-11-08|13:30:27.819,0.0727,0.2421,0.3986,24.0000
2024-11-08|13:30:28.021,0.0659,0.2298,0.3871,24.0000
2024-11-08|13:30:28.225,0.0657,0.2253,0.3639,24.0000
2024-11-08|13:30:28.427,0.0689,0.2287,0.3468,24.0000
2024-11-08|13:30:28.632,0.1081,0.2364,0.3480,24.0000
2024-11-08|13:30:28.835,0.1636,0.2460,0.3620,24.0000
2024-11-08|13:30:29.038,0.1636,0.2460,0.3620,24.0000
2024-11-08|13:30:29.240,0.1975,0.2566,0.3734,24.0000
2024-11-08|13:30:29.443,0.1955,0.2652,0.3750,24.0000
2024-11-08|13:30:29.644,0.1948,0.2678,0.3681,24.0000
2024-11-08|13:30:29.846,0.2213,0.2643,0.3575,24.0000
2024-11-08|13:30:30.048,0.2394,0.2598,0.3464,24.0000
2024-11-08|13:30:30.249,0.2396,0.2615,0.3371,24.0000
2024-11-08|13:30:30.452,0.2535,0.2710,0.3371,24.0000
2024-11-08|13:30:30.656,0.2535,0.2710,0.3294,24.0000
2024-11-08|13:30:30.860,0.2830,0.2850,0.3205,24.0000
2024-11-08|13:30:31.061,0.2830,0.3006,0.3087,24.0000
2024-11-08|13:30:31.263,0.2830,0.3160,0.2958,24.0000
2024-11-08|13:30:31.465,0.2907,0.3295,0.2958,24.0000
2024-11-08|13:30:31.667,0.2907,0.3295,0.2816,24.0000
2024-11-08|13:30:31.870,0.3074,0.3409,0.2621,24.0000
2024-11-08|13:30:32.073,0.3074,0.3539,0.2312,24.0000
2024-11-08|13:30:32.273,0.3074,0.3720,0.1848,24.0000
2024-11-08|13:30:32.475,0.3073,0.3912,0.1223,24.0000
2024-11-08|13:30:32.677,0.3073,0.4034,0.0504,24.0000
2024-11-08|13:30:32.880,0.3073,0.4034,0.0504,24.0000
2024-11-08|13:30:33.083,0.3073,0.4044,-0.0169,24.0000
2024-11-08|13:30:33.285,0.3073,0.3969,-0.0653,24.0000
2024-11-08|13:30:33.487,0.3073,0.3876,-0.0899,24.0000
2024-11-08|13:30:33.689,0.3027,0.3786,-0.0962,24.0000
2024-11-08|13:30:33.890,0.3084,0.3662,-0.0963,24.0000
2024-11-08|13:30:34.092,0.3118,0.3481,-0.1014,24.0000
2024-11-08|13:30:34.294,0.3118,0.3481,-0.1014,24.0000
2024-11-08|13:30:34.496,0.2959,0.3270,-0.1178,24.0000
2024-11-08|13:30:34.698,0.2508,0.3097,-0.1441,24.0000
2024-11-08|13:30:34.902,0.2221,0.3006,-0.1679,24.0000
2024-11-08|13:30:35.102,0.2116,0.2986,-0.1682,24.0000
2024-11-08|13:30:35.306,0.1415,0.2996,-0.1369,24.0000
2024-11-08|13:30:35.523,0.0545,0.2993,-0.0885,24.0000
2024-11-08|13:30:35.725,0.0545,0.2993,-0.0885,24.0000
2024-11-08|13:30:35.927,0.0735,0.2932,-0.0460,24.0000
2024-11-08|13:30:36.147,0.0735,0.2790,-0.0197,24.0000
2024-11-08|13:30:36.350,0.0735,0.2603,-0.0085,24.0000
2024-11-08|13:30:36.555,0.0735,0.2444,-0.0046,24.0000
2024-11-08|13:30:36.757,0.0735,0.2374,-0.0046,24.0000
2024-11-08|13:30:36.958,0.0735,0.2374,-0.0046,24.0000
2024-11-08|13:30:37.161,0.0379,0.2396,-0.0049,24.0000
2024-11-08|13:30:37.364,-0.0153,0.2485,-0.0039,24.0000
2024-11-08|13:30:37.566,-0.0180,0.2639,0.0126,24.0000
2024-11-08|13:30:37.772,-0.0228,0.2858,0.0705,24.0000
2024-11-08|13:30:37.975,-0.0223,0.3131,0.1954,24.0000
2024-11-08|13:30:38.175,-0.0275,0.3411,0.3572,24.0000
2024-11-08|13:30:38.394,-0.0275,0.3411,0.3572,24.0000
2024-11-08|13:30:38.596,-0.0392,0.3632,0.4988,24.0000
2024-11-08|13:30:38.799,-0.0593,0.3756,0.5907,24.0000
2024-11-08|13:30:39.000,-0.0687,0.3783,0.6334,24.0000
2024-11-08|13:30:39.204,-0.0555,0.3756,0.6444,24.0000
2024-11-08|13:30:39.406,-0.0211,0.3743,0.6451,24.0000
2024-11-08|13:30:39.610,-0.0340,0.3794,0.6467,24.0000
2024-11-08|13:30:39.811,-0.0771,0.3906,0.6467,24.0000
2024-11-08|13:30:40.013,-0.0771,0.3906,0.6499,24.0000
2024-11-08|13:30:40.215,-0.0877,0.4047,0.6529,24.0000
2024-11-08|13:30:40.419,-0.0808,0.4165,0.6547,24.0000
2024-11-08|13:30:40.621,-0.0643,0.4230,0.6542,24.0000
2024-11-08|13:30:40.825,-0.0544,0.4235,0.6505,24.0000
2024-11-08|13:30:41.041,-0.0559,0.4199,0.6423,24.0000
2024-11-08|13:30:41.244,-0.0559,0.4199,0.6423,24.0000
2024-11-08|13:30:41.445,-0.0458,0.4255,0.6515,24.0000
2024-11-08|13:30:41.648,-0.0343,0.4212,0.6195,24.0000
2024-11-08|13:30:41.848,0.0011,0.4153,0.5634,24.0000
2024-11-08|13:30:42.051,0.0087,0.4094,0.4880,24.0000
2024-11-08|13:30:42.254,0.0087,0.4106,0.4225,24.0000
2024-11-08|13:30:42.455,0.0087,0.4106,0.4225,24.0000
2024-11-08|13:30:42.659,0.0087,0.4221,0.4225,24.0000
2024-11-08|13:30:42.875,0.0087,0.4291,0.4093,24.0000
2024-11-08|13:30:43.077,0.0161,0.4314,0.4196,24.0000
2024-11-08|13:30:43.281,0.0210,0.4239,0.4333,24.0000
2024-11-08|13:30:43.483,0.0371,0.4105,0.4516,24.0000
2024-11-08|13:30:43.685,0.0976,0.3993,0.4778,24.0000
2024-11-08|13:30:43.887,0.1234,0.3990,0.5127,24.0000
2024-11-08|13:30:44.106,0.1234,0.3990,0.5127,24.0000
2024-11-08|13:30:44.307,0.1604,0.4135,0.5569,24.0000
2024-11-08|13:30:44.510,0.1837,0.4435,0.6137,24.0000
2024-11-08|13:30:44.712,0.1946,0.4852,0.6849,24.0000
2024-11-08|13:30:44.914,0.2038,0.4852,0.6849,24.0000
2024-11-08|13:30:45.115,0.2051,0.5253,0.6700,24.0000
2024-11-08|13:30:45.318,0.2048,0.5424,0.6171,24.0000
2024-11-08|13:30:45.521,0.2048,0.5424,0.6171,24.0000
2024-11-08|13:30:45.723,0.1944,0.5335,0.5215,24.0000
2024-11-08|13:30:45.923,0.1929,0.5018,0.3787,24.0000
2024-11-08|13:30:46.127,0.1929,0.4571,0.0784,24.0000
2024-11-08|13:30:46.327,0.1929,0.4302,0.0524,24.0000
2024-11-08|13:30:46.530,0.1929,0.4302,0.0524,24.0000
2024-11-08|13:30:46.732,0.1929,0.4120,0.0265,24.0000
2024-11-08|13:30:46.935,0.1932,0.4011,0.0156,24.0000
2024-11-08|13:30:47.137,0.2456,0.3970,0.0478,24.0000
2024-11-08|13:30:47.337,0.3014,0.3962,0.1348,24.0000
2024-11-08|13:30:47.539,0.3043,0.3951,0.2357,24.0000
2024-11-08|13:30:47.742,0.3043,0.3951,0.2357,24.0000
2024-11-08|13:30:47.944,0.3003,0.3921,0.3112,24.0000
2024-11-08|13:30:48.146,0.3228,0.3878,0.3492,24.0000
2024-11-08|13:30:48.347,0.3228,0.3845,0.3619,24.0000
2024-11-08|13:30:48.550,0.3228,0.3845,0.3677,24.0000
2024-11-08|13:30:48.755,0.3228,0.3708,0.3903,24.0000
2024-11-08|13:30:48.956,0.3228,0.3708,0.3903,24.0000
2024-11-08|13:30:49.157,0.3228,0.3628,0.4118,24.0000
2024-11-08|13:30:49.363,0.3228,0.3635,0.4306,24.0000
2024-11-08|13:30:49.563,0.3440,0.3688,0.4474,24.0000
2024-11-08|13:30:49.763,0.3724,0.3744,0.4626,24.0000
2024-11-08|13:30:49.966,0.4124,0.3839,0.4748,24.0000
2024-11-08|13:30:50.167,0.4124,0.3839,0.4748,24.0000
2024-11-08|13:30:50.367,0.4327,0.4002,0.4845,24.0000
2024-11-08|13:30:50.574,0.4327,0.4199,0.4919,24.0000
2024-11-08|13:30:50.777,0.4327,0.4344,0.4907,24.0000
2024-11-08|13:30:50.977,0.4327,0.4389,0.4690,24.0000
2024-11-08|13:30:51.179,0.3974,0.4352,0.4247,24.0000
2024-11-08|13:30:51.380,0.3765,0.4274,0.4247,1.0000
2024-11-08|13:30:51.582,0.3765,0.4274,0.3698,1.0000
2024-11-08|13:30:51.784,0.3773,0.4175,0.3242,1.0000
2024-11-08|13:30:51.987,0.3990,0.4050,0.2964,1.0000
2024-11-08|13:30:52.191,0.4065,0.3892,0.2801,1.0000
2024-11-08|13:30:52.393,0.4065,0.3703,0.2673,1.0000
2024-11-08|13:30:52.594,0.4065,0.3502,0.2560,1.0000
2024-11-08|13:30:52.795,0.4065,0.3502,0.2560,1.0000
2024-11-08|13:30:53.004,0.4065,0.3319,0.2403,1.0000
2024-11-08|13:30:53.204,0.3896,0.3180,0.2162,1.0000
2024-11-08|13:30:53.406,0.3671,0.3071,0.1864,1.0000
2024-11-08|13:30:53.609,0.3314,0.2905,0.1602,1.0000
2024-11-08|13:30:53.811,0.3314,0.2905,0.1602,1.0000
2024-11-08|13:30:54.015,0.2927,0.2597,0.1402,1.0000
2024-11-08|13:30:54.224,0.2728,0.2124,0.1241,1.0000
2024-11-08|13:30:54.424,0.2746,0.1566,0.1130,1.0000
2024-11-08|13:30:54.627,0.2803,0.1058,0.1120,1.0000
2024-11-08|13:30:54.830,0.2804,0.0677,0.1192,1.0000
2024-11-08|13:30:55.033,0.2804,0.0677,0.1192,1.0000
2024-11-08|13:30:55.237,0.2835,0.0421,0.1255,1.0000
2024-11-08|13:30:55.441,0.2861,0.0275,0.1248,1.0000
2024-11-08|13:30:55.641,0.2809,0.0202,0.1147,1.0000
2024-11-08|13:30:55.842,0.2492,0.0145,0.0910,1.0000
2024-11-08|13:30:56.045,0.2327,0.0054,0.0522,1.0000
2024-11-08|13:30:56.246,0.2327,0.0054,0.0522,1.0000
2024-11-08|13:30:56.447,0.2368,-0.0067,0.0062,1.0000
2024-11-08|13:30:56.649,0.2368,-0.0194,-0.0286,1.0000
2024-11-08|13:30:56.853,0.2368,-0.0319,-0.0356,1.0000
2024-11-08|13:30:57.057,0.2359,-0.0463,-0.0153,1.0000
2024-11-08|13:30:57.257,0.2359,-0.0463,-0.0153,1.0000
2024-11-08|13:30:57.460,0.2352,-0.0612,0.0136,1.0000
2024-11-08|13:30:57.662,0.2276,-0.0666,0.0355,1.0000
2024-11-08|13:30:57.863,0.2271,-0.0466,0.0463,1.0000
2024-11-08|13:30:58.063,0.2271,0.0059,0.0533,1.0000
2024-11-08|13:30:58.282,0.2265,0.0810,0.0666,1.0000
2024-11-08|13:30:58.485,0.2061,0.1587,0.0869,1.0000
2024-11-08|13:30:58.687,0.1344,0.2233,0.1053,1.0000
2024-11-08|13:30:58.906,0.1344,0.2233,0.1053,1.0000
2024-11-08|13:30:59.111,0.0507,0.2682,0.1174,1.0000
2024-11-08|13:30:59.310,0.0071,0.2950,0.1260,1.0000
2024-11-08|13:30:59.512,-0.0137,0.3099,0.1366,1.0000
2024-11-08|13:30:59.714,-0.0498,0.3183,0.1489,1.0000
2024-11-08|13:30:59.917,-0.0477,0.3235,0.1579,1.0000
2024-11-08|13:31:00.121,-0.0477,0.3235,0.1579,1.0000
2024-11-08|13:31:00.325,0.0082,0.3274,0.1592,1.0000
2024-11-08|13:31:00.527,0.0365,0.3316,0.1528,1.0000
2024-11-08|13:31:00.732,0.0328,0.3364,0.1433,1.0000
2024-11-08|13:31:00.934,0.0637,0.3403,0.1357,1.0000
2024-11-08|13:31:01.138,0.1066,0.3402,0.1316,1.0000
2024-11-08|13:31:01.340,0.1066,0.3402,0.1316,1.0000
2024-11-08|13:31:01.540,0.1220,0.3330,0.1269,1.0000
2024-11-08|13:31:01.744,0.1411,0.3167,0.1147,1.0000
2024-11-08|13:31:01.948,0.1538,0.2924,0.0958,1.0000
2024-11-08|13:31:02.150,0.1807,0.2637,0.0789,1.0000
2024-11-08|13:31:02.351,0.2061,0.2357,0.0771,1.0000
2024-11-08|13:31:02.554,0.2061,0.2357,0.0771,1.0000
2024-11-08|13:31:02.756,0.2085,0.2128,0.0909,1.0000
2024-11-08|13:31:02.957,0.2085,0.1973,0.1072,1.0000
2024-11-08|13:31:03.159,0.2085,0.1885,0.1138,1.0000
2024-11-08|13:31:03.361,0.2085,0.1853,0.1095,1.0000
2024-11-08|13:31:03.565,0.2085,0.1882,0.1009,1.0000
2024-11-08|13:31:03.768,0.2085,0.1958,0.0969,1.0000
2024-11-08|13:31:03.970,0.2085,0.1958,0.0969,1.0000
2024-11-08|13:31:04.172,0.1915,0.2033,0.1048,1.0000
2024-11-08|13:31:04.374,0.1450,0.2059,0.1233,1.0000
2024-11-08|13:31:04.578,0.1103,0.2045,0.1431,1.0000
2024-11-08|13:31:04.780,0.1160,0.2050,0.1581,1.0000
2024-11-08|13:31:04.981,0.1373,0.2116,0.1694,1.0000
2024-11-08|13:31:05.183,0.1373,0.2116,0.1694,1.0000
2024-11-08|13:31:05.388,0.1659,0.2218,0.1800,1.0000
2024-11-08|13:31:05.591,0.1619,0.2284,0.1852,1.0000
2024-11-08|13:31:05.793,0.1382,0.2267,0.1784,1.0000
2024-11-08|13:31:05.997,0.1148,0.2182,0.1589,1.0000
2024-11-08|13:31:06.198,0.0713,0.2085,0.1323,1.0000
2024-11-08|13:31:06.401,0.0713,0.2085,0.1323,1.0000
2024-11-08|13:31:06.608,0.0497,0.2021,0.1071,1.0000
2024-11-08|13:31:06.809,0.0542,0.2007,0.0882,1.0000
2024-11-08|13:31:07.011,0.0853,0.2051,0.0752,1.0000
2024-11-08|13:31:07.213,0.1200,0.2069,0.0866,1.0000
2024-11-08|13:31:07.415,0.1200,0.2069,0.0866,1.0000
2024-11-08|13:31:07.619,0.1410,0.2034,0.0980,1.0000
2024-11-08|13:31:07.821,0.1426,0.1979,0.0978,1.0000
2024-11-08|13:31:08.024,0.1426,0.1983,0.0767,1.0000
2024-11-08|13:31:08.227,0.1129,0.2076,0.0370,1.0000
2024-11-08|13:31:08.430,0.0585,0.2208,-0.0075,1.0000
2024-11-08|13:31:08.632,0.0363,0.2282,-0.0459,1.0000
2024-11-08|13:31:08.834,0.0363,0.2282,-0.0459,1.0000
2024-11-08|13:31:09.036,0.0348,0.2235,-0.0803,1.0000
2024-11-08|13:31:09.238,0.0100,0.2064,-0.1186,1.0000
2024-11-08|13:31:09.441,-0.0330,0.1833,-0.1596,1.0000
2024-11-08|13:31:09.642,-0.0631,0.1626,-0.1963,1.0000
2024-11-08|13:31:09.845,-0.0631,0.1626,-0.1963,1.0000
2024-11-08|13:31:10.046,-0.0631,0.1626,-0.1963,1.0000
2024-11-08|13:31:10.248,-0.0432,0.1626,-0.1963,1.0000
2024-11-08|13:31:10.449,0.0419,0.1626,-0.1963,1.0000
2024-11-08|13:31:10.650,0.1380,0.1626,-0.1963,1.0000
2024-11-08|13:31:10.852,0.1800,0.3227,0.1518,1.0000
2024-11-08|13:31:11.056,0.1849,0.3552,0.1087,1.0000
2024-11-08|13:31:11.254,0.1725,0.3847,0.1087,1.0000
2024-11-08|13:31:11.473,0.1672,0.4061,0.0168,1.0000
2024-11-08|13:31:11.675,0.1672,0.4061,0.0168,1.0000
2024-11-08|13:31:11.876,0.1852,0.4168,-0.0010,1.0000
2024-11-08|13:31:12.077,0.2070,0.4177,0.0193,1.0000
2024-11-08|13:31:12.296,0.2157,0.4124,0.0682,1.0000
2024-11-08|13:31:12.499,0.2289,0.4035,0.1171,1.0000
2024-11-08|13:31:12.701,0.2322,0.3920,0.1447,1.0000
2024-11-08|13:31:12.902,0.2344,0.3766,0.1447,1.0000
2024-11-08|13:31:13.104,0.2344,0.3766,0.1511,1.0000
2024-11-08|13:31:13.306,0.2355,0.3576,0.1481,1.0000
2024-11-08|13:31:13.509,0.2355,0.3366,0.1466,1.0000
2024-11-08|13:31:13.710,0.2355,0.3211,0.1458,1.0000
2024-11-08|13:31:13.913,0.2367,0.3039,0.1466,1.0000
2024-11-08|13:31:14.131,0.2457,0.2832,0.1466,1.0000
2024-11-08|13:31:14.334,0.2457,0.2832,0.1545,1.0000
2024-11-08|13:31:14.537,0.2568,0.2567,0.1922,1.0000
2024-11-08|13:31:14.740,0.2532,0.2220,0.2817,1.0000
2024-11-08|13:31:14.942,0.2532,0.1827,0.4005,1.0000
2024-11-08|13:31:15.160,0.2532,0.1511,0.5072,1.0000
2024-11-08|13:31:15.364,0.2532,0.1391,0.5780,1.0000
2024-11-08|13:31:15.565,0.2532,0.1391,0.5780,1.0000
2024-11-08|13:31:15.767,0.2525,0.1450,0.6099,1.0000
2024-11-08|13:31:15.971,0.2358,0.1545,0.6128,1.0000
2024-11-08|13:31:16.172,0.1963,0.1578,0.6009,1.0000
2024-11-08|13:31:16.389,0.1694,0.1560,0.5866,1.0000
2024-11-08|13:31:16.591,0.1617,0.1576,0.6039,1.0000
2024-11-08|13:31:16.793,0.1617,0.1576,0.6039,1.0000
2024-11-08|13:31:16.994,0.1545,0.1687,0.6261,1.0000
2024-11-08|13:31:17.196,0.1309,0.1882,0.6502,1.0000
2024-11-08|13:31:17.398,0.1175,0.2120,0.6756,1.0000
2024-11-08|13:31:17.615,0.1196,0.2372,0.8242,1.0000
2024-11-08|13:31:17.815,0.1252,0.2630,0.9310,1.0000
2024-11-08|13:31:18.016,0.1091,0.2858,0.9822,1.0000
2024-11-08|13:31:18.220,0.0544,0.3097,0.9822,1.0000
2024-11-08|13:31:18.422,0.0544,0.3097,0.9978,1.0000
2024-11-08|13:31:18.623,-0.0094,0.3324,1.0001,1.0000
2024-11-08|13:31:18.824,0.0464,0.3441,0.9951,1.0000
2024-11-08|13:31:19.026,0.1033,0.3365,0.9992,1.0000
2024-11-08|13:31:19.229,0.1387,0.3100,1.0288,1.0000
2024-11-08|13:31:19.429,0.1387,0.3100,1.0288,1.0000
2024-11-08|13:31:19.632,0.1625,0.2784,1.0893,1.0000
2024-11-08|13:31:19.836,0.1972,0.2621,1.1787,1.0000
2024-11-08|13:31:20.042,0.2509,0.2621,1.1787,1.0000
2024-11-08|13:31:20.243,0.3097,0.2621,1.1787,1.0000
2024-11-08|13:31:20.445,0.3318,0.2621,1.1787,1.0000
2024-11-08|13:31:20.664,0.3329,0.2621,1.1787,1.0000
2024-11-08|13:31:20.865,0.3329,0.2621,1.1787,1.0000
2024-11-08|13:31:21.070,0.3342,0.2313,1.1808,1.0000
2024-11-08|13:31:21.288,0.3389,0.1935,0.9830,2.0000
2024-11-08|13:31:21.491,0.3448,0.1517,0.6249,2.0000
2024-11-08|13:31:21.712,0.3500,0.1279,-0.1659,2.0000
2024-11-08|13:31:21.910,0.3692,0.1520,-0.1763,2.0000
2024-11-08|13:31:22.113,0.3880,0.1597,-0.1944,2.0000
2024-11-08|13:31:22.317,0.3880,0.1597,-0.1944,2.0000
2024-11-08|13:31:22.519,0.4065,0.1589,-0.2092,2.0000
2024-11-08|13:31:22.721,0.4278,0.1659,-0.1959,2.0000
2024-11-08|13:31:22.923,0.4465,0.1918,-0.1149,2.0000
